GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,DGSTFN,VISIT_AREA_NM_CODE
1,20.0,4.0,4.0,4.0,6.0,3.0,3.0,7.0,2.0,2.0,1.0,1,여수수산시장,4,4.0,6032
0,30.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,7.0,8.0,2.0,6,테테루테마파크,6,4.0,8916
0,60.0,1.0,6.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,13,숲정이성지,2,4.0,5209
0,60.0,4.0,6.0,2.0,4.0,4.0,6.0,2.0,3.0,1.0,1.0,28,장태산자연휴양림,1,4.0,7537
0,30.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,7.0,2.0,28,광한루원,2,4.0,987
1,20.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,6.0,3.0,1.0,1,궁남지,2,5.0,1265
0,30.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,4.0,1.0,2.0,3,국립경주박물관,2,5.0,1107
0,40.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,3.0,9.0,3.0,24,1913송정역시장,4,5.0,11
0,30.0,1.0,3.0,1.0,5.0,4.0,7.0,2.0,4.0,2.0,1.0,5,도담삼봉가마솥손두부,1,4.0,2323
0,30.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,8.0,1.0,3,옥류벽화마을,7,3.0,6397
1,50.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,28,지리산 노고단정상분기점,7,5.0,8101
0,30.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,0.0,3,문경새재오픈세트장,2,5.0,3257
1,20.0,5.0,2.0,3.0,2.0,1.0,4.0,6.0,4.0,3.0,3.0,23,여수수산시장,4,5.0,6032
1,30.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,1.0,2.0,3,백제문화단지,2,5.0,3571
1,40.0,2.0,2.0,1.0,6.0,6.0,1.0,6.0,6.0,2.0,2.0,6,하멜등대,7,5.0,9289
0,50.0,2.0,6.0,1.0,4.0,3.0,2.0,6.0,5.0,2.0,3.0,2,순천만국가정원,1,5.0,5181
0,30.0,4.0,4.0,5.0,4.0,3.0,6.0,5.0,6.0,1.0,0.0,21,해남공설운동장 우슬경기장,5,5.0,9564
1,30.0,4.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,4.0,3,해미읍성,2,5.0,9583
0,40.0,4.0,2.0,2.0,2.0,3.0,6.0,6.0,6.0,3.0,3.0,2,테디베어뮤지엄 여수,3,5.0,8904
0,30.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,3,전주명품관,6,5.0,7636
1,40.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,6.0,2.0,2.0,5,팔마실내체육관,5,5.0,9030
0,20.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1,대전중앙시장,4,5.0,2171
0,30.0,4.0,4.0,1.0,2.0,4.0,2.0,6.0,7.0,3.0,3.0,3,고소동천사벽화골목,7,4.0,746
0,40.0,1.0,2.0,2.0,2.0,6.0,2.0,6.0,2.0,1.0,3.0,9,서천종합관광안내소,8,5.0,4495
0,30.0,5.0,1.0,4.0,1.0,2.0,6.0,3.0,6.0,1.0,1.0,1,신세계백화점 천안아산점 및 거리상점 쇼핑거리,4,4.0,5394
0,40.0,4.0,4.0,1.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,3,국립공주박물관,2,5.0,1112
1,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,8,몽산포해수욕장,1,5.0,3170
0,20.0,3.0,3.0,3.0,4.0,3.0,6.0,2.0,5.0,9.0,2.0,22,전주한옥마을,7,5.0,7653
0,20.0,3.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,5,이끼터널,1,5.0,7089
0,20.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,3,수덕사,2,5.0,5036
0,30.0,2.0,4.0,4.0,1.0,4.0,1.0,7.0,4.0,1.0,1.0,3,한옥마을 골목 갤러리,7,4.0,9476
0,20.0,6.0,1.0,2.0,3.0,2.0,3.0,7.0,6.0,2.0,1.0,22,베어트리파크,1,5.0,3613
0,50.0,1.0,6.0,2.0,6.0,6.0,2.0,3.0,5.0,3.0,3.0,28,과일나라테마공원 레인보우식물원,6,3.0,880
0,20.0,3.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,5,카페산,5,5.0,8682
0,20.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,3.0,1.0,3,못난이꽈배기 본점,4,4.0,3162
1,40.0,1.0,3.0,1.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,8,천제봉,1,3.0,8335
0,30.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,1.0,1.0,3,전주덕진공원,1,5.0,7633
0,50.0,2.0,4.0,1.0,3.0,3.0,4.0,5.0,4.0,8.0,0.0,3,고란사,2,4.0,698
1,20.0,7.0,1.0,3.0,1.0,3.0,6.0,1.0,7.0,8.0,0.0,3,신리성지,2,5.0,5363
1,30.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3,익산미륵사지,2,4.0,7292
1,30.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,8.0,0.0,4,대전 온천로,4,5.0,2145
1,40.0,1.0,4.0,2.0,5.0,2.0,4.0,5.0,2.0,4.0,2.0,3,운주사,2,5.0,6732
0,20.0,2.0,2.0,2.0,5.0,6.0,2.0,6.0,3.0,2.0,2.0,9,제민천,7,5.0,7740
0,30.0,4.0,1.0,1.0,4.0,6.0,5.0,7.0,6.0,3.0,1.0,22,비봉산,1,4.0,3966
0,30.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,6.0,9.0,1.0,2,오목대,2,5.0,6303
1,30.0,3.0,5.0,6.0,2.0,4.0,4.0,3.0,4.0,7.0,0.0,6,금강보행교,1,5.0,1336
0,30.0,3.0,7.0,1.0,5.0,7.0,1.0,3.0,6.0,1.0,1.0,2,대장봉,1,5.0,2143
1,30.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,7.0,1.0,6,전주한옥마을,7,4.0,7653
1,40.0,6.0,2.0,1.0,6.0,7.0,6.0,1.0,6.0,7.0,3.0,3,천주터널,1,4.0,8354
0,60.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,10.0,3.0,3,숲쟁이꽃동산,2,5.0,5208
0,30.0,2.0,3.0,2.0,3.0,5.0,7.0,2.0,6.0,7.0,3.0,13,강진만생태공원,1,5.0,395
0,40.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,24,포레스트리솜 해브나인스파,6,5.0,9115
0,40.0,4.0,1.0,1.0,3.0,7.0,4.0,7.0,4.0,2.0,3.0,5,평화광장,7,4.0,9097
1,50.0,1.0,1.0,1.0,2.0,6.0,6.0,2.0,4.0,2.0,1.0,3,고창읍성,1,5.0,778
0,40.0,4.0,3.0,4.0,7.0,6.0,5.0,5.0,4.0,3.0,3.0,2,전주한옥마을,7,5.0,7653
0,20.0,4.0,1.0,3.0,5.0,4.0,2.0,3.0,1.0,2.0,1.0,1,안면도 백사장대하축제,8,1.0,5702
0,30.0,3.0,1.0,2.0,4.0,5.0,4.0,1.0,7.0,8.0,2.0,2,현충사,2,5.0,9727
1,20.0,2.0,1.0,1.0,2.0,4.0,6.0,1.0,6.0,3.0,3.0,9,홍원항전어꽃게축제,8,5.0,9852
0,20.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,6.0,1.0,1.0,22,가온길근린공원,1,3.0,256
0,20.0,2.0,1.0,2.0,3.0,2.0,4.0,6.0,6.0,3.0,4.0,3,오동도,1,4.0,6281
0,20.0,4.0,1.0,2.0,4.0,2.0,4.0,2.0,6.0,1.0,0.0,27,순천만국가정원,1,5.0,5181
0,40.0,6.0,2.0,6.0,6.0,6.0,6.0,3.0,2.0,3.0,1.0,3,이마트 광주점,4,5.0,7106
0,30.0,4.0,3.0,2.0,2.0,6.0,3.0,6.0,5.0,1.0,1.0,9,대통사지,2,3.0,2197
0,30.0,4.0,2.0,2.0,5.0,5.0,6.0,1.0,5.0,1.0,0.0,6,갓버터도나스,4,4.0,326
0,20.0,2.0,2.0,4.0,1.0,6.0,4.0,2.0,2.0,1.0,0.0,6,아름다운정원화수목,1,5.0,5570
0,30.0,2.0,2.0,5.0,4.0,5.0,6.0,6.0,5.0,3.0,11.0,3,내장산조각공원,1,5.0,1745
0,60.0,2.0,3.0,6.0,2.0,1.0,6.0,3.0,6.0,6.0,0.0,2,대전신세계 아트앤사이언스,4,5.0,2160
1,30.0,5.0,6.0,6.0,7.0,4.0,6.0,3.0,1.0,3.0,3.0,6,진포해양테마공원,6,5.0,8197
1,30.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,7.0,2.0,0.0,3,국립해양문화재연구소 목포해양유물전시관,3,5.0,1198
1,40.0,2.0,3.0,1.0,5.0,5.0,6.0,3.0,2.0,9.0,3.0,25,돌산대교,1,5.0,2395
1,30.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,3,목포남항,8,4.0,3136
0,20.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,5,단양구경시장,4,5.0,1928
0,50.0,1.0,4.0,3.0,5.0,3.0,6.0,7.0,1.0,1.0,3.0,3,틈새로 바라보다 디저트 오마카세,3,4.0,8970
1,30.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2,도안문화공원,1,2.0,2361
1,30.0,6.0,1.0,4.0,6.0,2.0,3.0,7.0,3.0,8.0,1.0,6,전주월드컵경기장,5,5.0,7645
1,40.0,1.0,4.0,2.0,6.0,6.0,4.0,6.0,2.0,1.0,0.0,26,낙동강회상나루관광지,1,4.0,1578
0,40.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,7.0,3.0,1.0,12,나주영상테마파크,6,3.0,1564
0,30.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,22,백수해안도로,1,5.0,3552
0,20.0,4.0,2.0,2.0,6.0,5.0,5.0,7.0,7.0,1.0,0.0,3,군산시간여행마을,7,5.0,1243
1,30.0,6.0,1.0,4.0,2.0,1.0,4.0,5.0,6.0,3.0,2.0,1,대전신세계 아트앤사이언스,4,5.0,2160
0,20.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,2.0,1.0,1,국립세종수목원,1,4.0,1148
1,30.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2,충주호,1,5.0,8616
0,30.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,6.0,7.0,1.0,22,코리아패러글라이딩,5,5.0,8722
0,30.0,1.0,4.0,1.0,4.0,1.0,1.0,7.0,5.0,10.0,0.0,21,정방사,2,1.0,7699
0,20.0,1.0,2.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,5,단양구경시장,4,5.0,1928
1,40.0,2.0,5.0,2.0,4.0,5.0,3.0,4.0,6.0,8.0,2.0,3,세량제,1,3.0,4750
0,20.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,6.0,1.0,28,동학사,2,4.0,2522
0,20.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,1.0,3,CGV 전주고사,3,4.0,98
0,60.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,21,유림공원,7,3.0,6969
0,30.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,6.0,2,소노벨천안 오션어드벤처,6,4.0,4825
1,20.0,2.0,4.0,6.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0,10,무유공간 리솜,3,3.0,3216
0,20.0,2.0,6.0,2.0,5.0,3.0,2.0,6.0,2.0,2.0,1.0,3,북토이,4,3.0,3889
1,20.0,2.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,7.0,0.0,2,옥천성당,2,3.0,6411
0,20.0,2.0,1.0,1.0,5.0,6.0,3.0,1.0,6.0,3.0,1.0,26,전주한옥마을,7,4.0,7653
0,40.0,2.0,1.0,4.0,4.0,6.0,6.0,7.0,1.0,3.0,3.0,8,공주 석장리구석기유적,2,4.0,848
0,20.0,4.0,1.0,1.0,5.0,3.0,2.0,6.0,4.0,2.0,2.0,21,순천만국가정원,1,5.0,5181
1,40.0,7.0,1.0,1.0,3.0,3.0,2.0,7.0,7.0,1.0,0.0,2,오동도,1,5.0,6281
1,50.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,1.0,3,상방리벽화마을,7,3.0,4237
0,30.0,6.0,6.0,2.0,1.0,6.0,7.0,2.0,7.0,2.0,1.0,2,명량해상케이블카,6,5.0,3060
1,20.0,4.0,1.0,2.0,6.0,4.0,3.0,2.0,2.0,2.0,0.0,6,옥단이길,7,3.0,6391
0,30.0,5.0,7.0,6.0,7.0,2.0,6.0,6.0,7.0,9.0,1.0,11,좌구산명상구름다리,6,5.0,7977
1,20.0,2.0,2.0,3.0,6.0,2.0,7.0,2.0,1.0,3.0,1.0,27,이마트,4,5.0,7100
0,30.0,4.0,7.0,1.0,7.0,7.0,7.0,1.0,7.0,7.0,0.0,6,청춘창고,3,5.0,8485
0,20.0,4.0,2.0,2.0,2.0,6.0,6.0,2.0,7.0,3.0,1.0,26,대천항수산시장,4,3.0,2187
1,30.0,2.0,3.0,5.0,2.0,3.0,6.0,3.0,4.0,1.0,1.0,7,만성리검은모래해변,1,2.0,2943
0,20.0,6.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,1.0,23,전주국악방송,3,5.0,7628
0,30.0,1.0,7.0,5.0,3.0,4.0,3.0,6.0,3.0,8.0,5.0,3,비석거리,4,4.0,3971
0,20.0,4.0,2.0,2.0,4.0,5.0,6.0,6.0,4.0,9.0,1.0,3,공산성,2,4.0,837
0,60.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,10.0,4.0,10,포레스트리솜 해브나인스파,6,4.0,9115
0,30.0,1.0,4.0,1.0,4.0,1.0,1.0,7.0,5.0,10.0,0.0,21,충주 성서동 젊음의 거리,4,4.0,8606
0,20.0,4.0,6.0,1.0,3.0,5.0,2.0,2.0,6.0,2.0,2.0,2,청춘창고,3,3.0,8485
1,30.0,7.0,6.0,4.0,6.0,3.0,5.0,6.0,3.0,3.0,1.0,21,전주 시내 걸어서 구경,4,3.0,7620
0,30.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,7.0,1.0,21,모항해수욕장,1,3.0,3123
1,30.0,3.0,2.0,2.0,6.0,4.0,7.0,2.0,6.0,3.0,1.0,1,금산인삼,8,5.0,1369
1,30.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,4.0,3.0,8,롯데마트 첨단점,4,4.0,2752
0,30.0,2.0,2.0,2.0,3.0,6.0,3.0,2.0,6.0,1.0,1.0,1,금강수목원,1,5.0,1340
1,20.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,7.0,1.0,2.0,1,녹테마레,6,5.0,1817
1,60.0,1.0,2.0,2.0,6.0,2.0,2.0,6.0,1.0,1.0,0.0,4,온양온천시장,4,4.0,6436
0,30.0,5.0,6.0,6.0,3.0,2.0,6.0,4.0,6.0,2.0,2.0,4,담양관방제림,1,4.0,1979
1,40.0,6.0,3.0,4.0,1.0,3.0,3.0,6.0,1.0,2.0,0.0,13,순천문학관,2,4.0,5189
0,20.0,5.0,1.0,1.0,3.0,2.0,5.0,1.0,7.0,1.0,2.0,3,초원사진관,2,5.0,8524
0,20.0,4.0,1.0,2.0,3.0,5.0,6.0,5.0,6.0,2.0,0.0,7,lader,4,4.0,215
0,20.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,7.0,4.0,0.0,1,롯데백화점 전주점,4,5.0,2785
1,30.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,8.0,3.0,26,율포해수욕장,1,4.0,7020
0,20.0,1.0,1.0,1.0,2.0,7.0,3.0,3.0,7.0,3.0,3.0,28,파사성,2,4.0,8995
0,40.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,5.0,2.0,0.0,23,대전신세계 아트앤사이언스,4,5.0,2160
1,20.0,2.0,6.0,1.0,6.0,2.0,1.0,1.0,7.0,1.0,0.0,22,대전근현대사전시관,3,4.0,2149
1,40.0,3.0,6.0,2.0,6.0,6.0,3.0,2.0,5.0,8.0,3.0,9,의좋은형제공원,1,5.0,7082
0,20.0,4.0,3.0,2.0,3.0,6.0,6.0,3.0,4.0,7.0,0.0,5,대천해수욕장,1,4.0,2188
0,30.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,7.0,1.0,22,지중해마을,7,3.0,8128
0,30.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,1.0,1.0,12,송촌동먹자골목,4,4.0,5014
0,20.0,5.0,3.0,2.0,6.0,6.0,5.0,5.0,2.0,2.0,0.0,3,은행나무길,1,5.0,7042
1,20.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,24,여미랑,2,4.0,5997
0,30.0,2.0,1.0,3.0,4.0,6.0,3.0,7.0,6.0,3.0,2.0,5,대천항방파제등대,7,5.0,2186
1,20.0,2.0,2.0,3.0,6.0,2.0,7.0,2.0,1.0,3.0,1.0,27,대인문화예술시장,4,4.0,2139
1,30.0,1.0,6.0,2.0,7.0,1.0,1.0,7.0,4.0,1.0,1.0,22,황룡강생태공원,1,5.0,9977
0,30.0,2.0,2.0,2.0,6.0,6.0,2.0,6.0,6.0,6.0,1.0,2,푸른마리나요트,5,5.0,9169
0,20.0,3.0,2.0,3.0,5.0,6.0,3.0,6.0,5.0,2.0,0.0,2,죽녹원,2,4.0,8006
0,30.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,0.0,3,정림사지박물관 정림사지5층석탑,2,4.0,7695
0,30.0,2.0,5.0,1.0,3.0,6.0,7.0,6.0,5.0,7.0,0.0,2,경기전,2,5.0,548
1,40.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,1.0,2.0,2.0,2,적벽강,7,4.0,7580
1,20.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,7.0,1.0,8,어사항,4,5.0,5877
0,30.0,7.0,1.0,7.0,1.0,1.0,7.0,1.0,4.0,2.0,0.0,1,롯데백화점 대전점,4,5.0,2772
0,20.0,2.0,6.0,2.0,4.0,2.0,2.0,3.0,6.0,7.0,0.0,9,공산성 주변,2,5.0,840
0,30.0,4.0,2.0,2.0,4.0,4.0,4.0,6.0,7.0,1.0,3.0,21,예당호출렁다리,7,4.0,6234
1,30.0,1.0,6.0,1.0,2.0,2.0,1.0,7.0,3.0,1.0,2.0,2,주암면 광천리 내광마을 입구,7,4.0,7999
0,30.0,3.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,0.0,6,여행집,4,3.0,6067
0,20.0,2.0,2.0,3.0,5.0,6.0,4.0,4.0,5.0,2.0,0.0,6,서천특화시장,4,4.0,4496
1,30.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,8,천북굴단지,4,5.0,8299
0,20.0,5.0,4.0,3.0,4.0,5.0,4.0,6.0,3.0,9.0,3.0,2,강진만춤추는갈대축제,8,5.0,396
1,40.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,3.0,3.0,5,단양 소노문 사우나,6,4.0,1926
0,30.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3,현충사,2,5.0,9727
0,20.0,3.0,2.0,2.0,2.0,4.0,3.0,7.0,5.0,1.0,2.0,10,쏠비치 진도,6,4.0,5512
0,20.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,0.0,3,전주한옥마을,7,5.0,7653
1,30.0,1.0,3.0,1.0,2.0,1.0,6.0,1.0,7.0,3.0,2.0,3,문경새재도립공원,2,4.0,3255
0,30.0,4.0,4.0,1.0,3.0,5.0,5.0,2.0,7.0,1.0,1.0,22,월악산국립공원 덕주야영장,1,4.0,6882
1,30.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,9,서대전공원,1,5.0,4359
0,20.0,1.0,2.0,4.0,5.0,6.0,6.0,6.0,4.0,3.0,1.0,22,배론성지,2,4.0,3518
1,30.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,4.0,1.0,0.0,3,군산공설시장,4,3.0,1232
0,20.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,6.0,1.0,28,계룡산 천정탐방지원센터,1,5.0,677
0,40.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,28,에어산&구이산,1,4.0,5938
1,40.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1.0,0.0,24,추정리메밀밭,1,4.0,8560
1,40.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,28,적상산전망대,1,4.0,7582
0,30.0,5.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,2,광한루원,2,5.0,987
1,40.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1.0,0.0,24,다래목장,1,1.0,1876
1,40.0,1.0,3.0,2.0,6.0,2.0,3.0,3.0,6.0,3.0,3.0,2,광한루원,8,5.0,987
0,20.0,2.0,2.0,6.0,3.0,2.0,3.0,2.0,6.0,3.0,3.0,23,부안 상설시장,4,5.0,3827
1,20.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,3,전주난장,3,5.0,7629
0,30.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,7.0,3.0,3.0,22,담양관방제림,1,5.0,1979
1,60.0,1.0,2.0,2.0,6.0,2.0,2.0,6.0,1.0,1.0,0.0,4,은행나무길,1,5.0,7042
0,20.0,1.0,3.0,6.0,6.0,6.0,2.0,2.0,7.0,2.0,0.0,21,민주지산,1,5.0,3396
0,60.0,6.0,5.0,2.0,2.0,2.0,6.0,6.0,7.0,2.0,0.0,3,낙안읍성민속마을,7,4.0,1587
1,30.0,2.0,1.0,1.0,3.0,1.0,6.0,1.0,7.0,3.0,3.0,22,죽녹원,2,5.0,8006
1,30.0,7.0,6.0,4.0,6.0,3.0,5.0,6.0,3.0,3.0,1.0,21,전주덕진공원,1,3.0,7633
0,20.0,5.0,2.0,1.0,5.0,6.0,5.0,6.0,6.0,7.0,1.0,9,안렴대,7,4.0,5701
1,30.0,2.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,4,여수해상케이블카,6,4.0,6040
1,20.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,8.0,1.0,3,해상공원,1,4.0,9591
1,40.0,2.0,3.0,1.0,5.0,5.0,6.0,3.0,2.0,9.0,3.0,25,이충무공선소유적,2,4.0,7244
0,20.0,5.0,1.0,2.0,6.0,2.0,2.0,6.0,2.0,1.0,1.0,6,순천푸드아트페스티벌,8,4.0,5199
1,50.0,2.0,3.0,2.0,6.0,3.0,2.0,3.0,5.0,1.0,1.0,22,말티재 전망대,1,4.0,2967
0,30.0,4.0,4.0,1.0,4.0,4.0,7.0,7.0,4.0,3.0,11.0,21,동호해수욕장,1,4.0,2529
0,20.0,1.0,1.0,3.0,7.0,4.0,1.0,7.0,1.0,3.0,1.0,2,스포츠몬스터 대전신세계 아트앤사이언스점,3,3.0,5285
1,20.0,3.0,2.0,5.0,2.0,2.0,7.0,7.0,6.0,3.0,1.0,22,담양 영산강 천변길,7,5.0,1975
1,30.0,1.0,4.0,2.0,5.0,6.0,6.0,6.0,6.0,7.0,0.0,4,무등산,1,5.0,3184
1,30.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,7.0,3.0,3.0,3,성옥기념관,3,4.0,4718
0,20.0,3.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,5,제천 옥순봉 출렁다리,1,4.0,7920
0,30.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,7.0,1.0,1.0,12,논산선샤인랜드,2,4.0,1821
0,20.0,3.0,2.0,1.0,2.0,5.0,3.0,7.0,5.0,1.0,0.0,22,국립현대미술관 청주,3,3.0,1207
1,20.0,1.0,1.0,1.0,3.0,6.0,1.0,7.0,7.0,1.0,1.0,2,전주동물원,6,5.0,7634
1,20.0,6.0,2.0,1.0,7.0,6.0,4.0,7.0,7.0,2.0,4.0,24,홈플러스 순천점,4,5.0,9804
0,40.0,2.0,7.0,6.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,11,향적산,7,5.0,9666
1,60.0,2.0,2.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,1.0,23,태안해변길 3코스(파도길),7,5.0,8865
0,40.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,10,의림지 용추폭포 유리전망대,1,5.0,7061
1,30.0,4.0,6.0,3.0,6.0,6.0,5.0,2.0,1.0,1.0,1.0,5,한밭수목원,1,5.0,9452
0,30.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,7.0,1.0,21,마곡사,2,1.0,2873
1,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2,메타프로방스,6,4.0,3046
0,30.0,1.0,1.0,2.0,1.0,4.0,3.0,5.0,7.0,1.0,3.0,2,나나랜드,6,4.0,1523
1,20.0,2.0,2.0,1.0,4.0,6.0,5.0,2.0,5.0,1.0,1.0,3,도담삼봉,2,5.0,2322
0,30.0,4.0,1.0,4.0,1.0,1.0,4.0,7.0,1.0,9.0,3.0,10,몽산포해수욕장,1,4.0,3170
0,20.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,9,대전시립미술관,3,3.0,2156
0,30.0,2.0,3.0,2.0,4.0,6.0,3.0,1.0,6.0,3.0,2.0,6,전주공영자전거 대여소 오목대점,5,5.0,7626
0,30.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,3,전라감영,2,5.0,7598
0,20.0,1.0,1.0,1.0,5.0,4.0,4.0,6.0,2.0,2.0,1.0,24,빛가람호수공원,1,5.0,4000
1,40.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,9,유성국화축제,8,5.0,6977
0,30.0,3.0,6.0,2.0,6.0,6.0,2.0,2.0,6.0,3.0,3.0,3,무령왕릉과 황새바위,2,5.0,3197
0,40.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,6.0,1.0,4.0,3,채석강,1,4.0,8268
0,30.0,6.0,2.0,6.0,6.0,6.0,2.0,1.0,7.0,1.0,2.0,9,남당항,1,4.0,1614
1,40.0,2.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,1.0,3.0,8,충주라바랜드,6,5.0,8611
0,60.0,6.0,2.0,4.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,4,완판본문화관,2,5.0,6529
0,50.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,3.0,1.0,3,아가페정원,3,5.0,5530
1,40.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,9,국립중앙과학관,3,5.0,1183
